country,year,NY.GDP.MKTP.KD
Nigeria,2016,457127392114.33295
Nigeria,2015,464282244075.104
Nigeria,2014,452284521417.451
Nigeria,2013,425440429014.358
Nigeria,2012,403665055423.226
Nigeria,2011,387099974051.551
Nigeria,2010,369062464570.387
Nigeria,2009,342232340656.562
Nigeria,2008,320039472272.419
Nigeria,2007,301156185312.51196
Nigeria,2006,281906487385.062
Nigeria,2005,260515639753.024
Nigeria,2004,251840571175.265
Nigeria,2003,188312043745.758
