country,year,NY.GDP.MKTP.KD
Indonesia,2016,1037688093481.75
Indonesia,2015,988127958652.971
Indonesia,2014,942184637117.355
Indonesia,2013,897261717986.534
Indonesia,2012,850023661688.3821
Indonesia,2011,801681840622.4929
Indonesia,2010,755094160363.0709
Indonesia,2009,710851782010.38
Indonesia,2008,679403088245.167
Indonesia,2007,640863459320.349
Indonesia,2006,602626663572.802
Indonesia,2005,571204954434.658
Indonesia,2004,540440020890.984
Indonesia,2003,514553483744.125
