country,year,NY.GDP.MKTP.KD
Argentina,2016,444986088267.238
Argentina,2015,455453204462.872
Argentina,2014,443707073929.401
Argentina,2013,455143068397.581
Argentina,2012,444452545623.356
Argentina,2011,449061807872.401
Argentina,2010,423627422092.49
Argentina,2009,384677312577.801
Argentina,2008,408876787794.80896
Argentina,2007,392934518437.813
Argentina,2006,360465082297.96
Argentina,2005,333618311350.415
Argentina,2004,306488951656.956
Argentina,2003,281106256200.528
