country,year,NY.GDP.MKTP.KD
India,2016,2464933096797.18
India,2015,2301373678534.06
India,2014,2130703228141.64
India,2013,1981953270296.47
India,2012,1862981302114.15
India,2011,1766589341211.56
India,2010,1656617073124.71
India,2009,1502464745208.38
India,2008,1385018195313.06
India,2007,1333146054742.66
India,2006,1214143477507.44
India,2005,1111202106006.44
India,2004,1016794518279.13
India,2003,942148616477.496
