country,year,NY.GDP.MKTP.KD
China,2016,9505156724507.32
China,2015,8908300585867.69
China,2014,8333286732774.03
China,2013,7766512587448.12
China,2012,7207389598806.55
China,2011,6682402540005.61
China,2010,6100620356557.32
China,2009,5514129769005.8
China,2008,5040346604951.04
China,2007,4596579517126.27
China,2006,4023919866652.88
China,2005,3569853144823.71
China,2004,3204657550669.84
China,2003,2910382293487.73
