country,year,NY.GDP.MKTP.KD
Sweden,2016,557734376887.856
Sweden,2015,540556911070.595
Sweden,2014,519341997812.702
Sweden,2013,506159940034.887
Sweden,2012,499954480439.365
Sweden,2011,501390063555.111
Sweden,2010,488377689564.921
Sweden,2009,460781805680.15204
Sweden,2008,485978113843.762
Sweden,2007,488700407872.375
Sweden,2006,472608335571.54205
Sweden,2005,451444063836.53
Sweden,2004,439069634290.739
Sweden,2003,420885165259.591
