country,year,NY.GDP.MKTP.KD
Thailand,2016,406392906959.872
Thailand,2015,393677285157.959
Thailand,2014,382429143714.741
Thailand,2013,378963450413.719
Thailand,2012,368883799062.704
Thailand,2011,343970153353.698
Thailand,2010,341105009515.333
Thailand,2009,317266875218.097
Thailand,2008,319473585807.457
Thailand,2007,314054055752.49603
Thailand,2006,297864826688.794
Thailand,2005,283767493631.796
Thailand,2004,272361445882.369
Thailand,2003,256245431314.35602
